Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
RBLX211217P00095000,RBLX211217P00095000,Buy,Filled,1,1,@2.87,2.87,DAY,12/15/2021 09:33:46 EST,12/15/2021 09:33:46 EST
ORCL211217P00097000,ORCL211217P00097000,Buy,Filled,1,1,@0.540,0.540,DAY,12/14/2021 14:30:36 EST,12/14/2021 14:30:36 EST
ORCL211217P00097000,ORCL211217P00097000,Buy,Cancelled,0,2,@0.390,,DAY,12/14/2021 14:13:38 EST,
DIS211217P00147000,DIS211217P00147000,Sell,Cancelled,0,1,@0.990,,DAY,12/14/2021 13:52:59 EST,
RH211217P00510000,RH211217P00510000,Sell,Filled,1,1,@1.00,1.00,DAY,12/14/2021 13:16:40 EST,12/14/2021 13:21:38 EST
F211223C00021000,F211223C00021000,Buy,Filled,5,5,@0.250,0.250,DAY,12/14/2021 13:01:56 EST,12/14/2021 13:01:56 EST
RH211217P00510000,RH211217P00510000,Buy,Filled,1,1,@1.50,1.50,DAY,12/14/2021 12:30:24 EST,12/14/2021 12:30:24 EST
NVDA211217P00270000,NVDA211217P00270000,Sell,Filled,1,1,5.22,5.22,DAY,12/14/2021 12:16:08 EST,12/14/2021 12:16:08 EST
DIS211217P00147000,DIS211217P00147000,Buy,Filled,2,2,@0.670,0.670,DAY,12/14/2021 10:46:47 EST,12/14/2021 10:46:48 EST
AMD211217C00140000,AMD211217C00140000,Sell,Filled,1,1,1.47,1.47,DAY,12/14/2021 10:39:40 EST,12/14/2021 10:39:40 EST
COUP211217C00225000,COUP211217C00225000,Sell,Cancelled,0,1,@Market,,DAY,12/14/2021 10:31:23 EST,
AMD211217P00130000,AMD211217P00130000,Sell,Filled,1,1,1.02,1.02,DAY,12/14/2021 10:29:56 EST,12/14/2021 10:29:56 EST
AMD211217C00140000,AMD211217C00140000,Buy,Filled,1,1,@1.85,1.85,DAY,12/14/2021 10:28:12 EST,12/14/2021 10:28:12 EST
UBER211217C00039000,UBER211217C00039000,Sell,Filled,2,2,@0.630,0.630,DAY,12/14/2021 10:27:31 EST,12/14/2021 10:27:39 EST
NVDA211217C00290000,NVDA211217C00290000,Sell,Filled,1,1,5.10,5.10,DAY,12/14/2021 10:26:40 EST,12/14/2021 10:26:40 EST
NVDA211217C00290000,NVDA211217C00290000,Buy,Filled,1,1,@5.51,5.51,DAY,12/14/2021 10:25:45 EST,12/14/2021 10:25:46 EST
PATH211217C00055000,PATH211217C00055000,Sell,Filled,2,2,0.050,0.050,DAY,12/14/2021 10:21:19 EST,12/14/2021 12:41:39 EST
UBER211217C00039000,UBER211217C00039000,Buy,Filled,2,2,@0.420,0.420,DAY,12/14/2021 10:20:39 EST,12/14/2021 10:20:42 EST
NVDA211217P00270000,NVDA211217P00270000,Buy,Filled,1,1,@4.20,4.20,DAY,12/14/2021 10:05:59 EST,12/14/2021 10:06:00 EST
NVDA211217P00270000,NVDA211217P00270000,Buy,Cancelled,0,1,@3.05,,DAY,12/14/2021 09:59:36 EST,
NVDA211217P00270000,NVDA211217P00270000,Sell,Filled,1,1,@3.50,3.50,DAY,12/14/2021 09:59:04 EST,12/14/2021 09:59:13 EST
NVDA211217P00270000,NVDA211217P00270000,Sell,Cancelled,0,1,@4.25,,DAY,12/14/2021 09:53:26 EST,
AMD211217P00130000,AMD211217P00130000,Buy,Filled,1,1,@1.78,1.78,DAY,12/14/2021 09:52:43 EST,12/14/2021 09:52:43 EST
CVS211217C00102000,CVS211217C00102000,Sell,Filled,1,1,@0.600,0.600,DAY,12/14/2021 09:48:44 EST,12/14/2021 09:48:57 EST
AMD211217C00140000,AMD211217C00140000,Sell,Filled,1,1,1.30,1.30,DAY,12/14/2021 09:48:22 EST,12/14/2021 09:48:22 EST
CVS211217C00102000,CVS211217C00102000,Sell,Filled,1,1,@0.600,0.600,DAY,12/14/2021 09:48:06 EST,12/14/2021 09:48:19 EST
NVDA211217P00270000,NVDA211217P00270000,Buy,Filled,1,1,@3.25,3.25,DAY,12/14/2021 09:47:09 EST,12/14/2021 09:47:09 EST
AMD211217C00140000,AMD211217C00140000,Buy,Filled,1,1,@1.42,1.42,DAY,12/14/2021 09:44:56 EST,12/14/2021 09:45:13 EST
FDX211217C00260000,FDX211217C00260000,Buy,Cancelled,0,1,@1.40,,DAY,12/14/2021 09:43:51 EST,
AMD211217C00135000,AMD211217C00135000,Sell,Filled,1,1,@2.95,2.95,DAY,12/14/2021 09:42:09 EST,12/14/2021 09:42:57 EST
CVS211217C00102000,CVS211217C00102000,Buy,Filled,2,2,@0.470,0.470,DAY,12/14/2021 09:39:04 EST,12/14/2021 09:39:04 EST
AMD211217C00135000,AMD211217C00135000,Buy,Filled,1,1,@2.76,2.76,DAY,12/14/2021 09:37:30 EST,12/14/2021 09:37:30 EST
RBLX211217C00130000,RBLX211217C00130000,Sell,Filled,1,1,0.180,0.180,DAY,12/14/2021 09:35:51 EST,12/14/2021 09:35:51 EST
AMD211217P00130000,AMD211217P00130000,Sell,Filled,1,1,2.30,2.30,DAY,12/14/2021 09:31:44 EST,12/14/2021 09:31:44 EST
TSLA211217P00860000,TSLA211217P00860000,Buy,Cancelled,0,1,@2.00,,DAY,12/14/2021 09:22:08 EST,
AMD211217P00130000,AMD211217P00130000,Sell,Cancelled,0,1,@0.600,,DAY,12/13/2021 15:17:37 EST,
FB211217C00355000,FB211217C00355000,Sell,Filled,1,1,@0.500,0.500,DAY,12/13/2021 15:11:09 EST,12/13/2021 15:54:44 EST
PATH211217C00055000,PATH211217C00055000,Sell,Cancelled,0,2,@Market,,DAY,12/13/2021 15:10:19 EST,
COST211217C00600000,COST211217C00600000,Sell,Filled,2,2,0.200,0.200,DAY,12/13/2021 15:04:54 EST,12/13/2021 15:04:54 EST
TSLA211217C01090000,TSLA211217C01090000,Sell,Filled,1,1,@1.74,1.74,DAY,12/13/2021 15:04:22 EST,12/13/2021 15:44:49 EST
TSLA211217C01090000,TSLA211217C01090000,Buy,Filled,1,1,@2.24,2.24,DAY,12/13/2021 15:04:03 EST,12/13/2021 15:04:03 EST
TSLA211217C01015000,TSLA211217C01015000,Buy,Cancelled,0,1,@9.60,,DAY,12/13/2021 15:02:18 EST,
TSLA211217P00860000,TSLA211217P00860000,Sell,Filled,1,1,1.76,1.76,DAY,12/13/2021 15:01:04 EST,12/13/2021 15:01:05 EST
AMD211217P00130000,AMD211217P00130000,Buy,Filled,1,1,@1.33,1.33,DAY,12/13/2021 14:56:50 EST,12/13/2021 14:56:53 EST
TSLA211217P00860000,TSLA211217P00860000,Buy,Filled,1,1,@4.10,4.10,DAY,12/13/2021 11:21:12 EST,12/13/2021 11:21:12 EST
TSLA211217P00860000,TSLA211217P00860000,Buy,Cancelled,0,1,@3.40,,DAY,12/13/2021 11:18:10 EST,
TSLA211217P00860000,TSLA211217P00860000,Sell,Filled,1,1,@2.44,2.44,DAY,12/13/2021 10:49:12 EST,12/13/2021 10:52:13 EST
TSLA211217P00860000,TSLA211217P00860000,Buy,Filled,1,1,@3.00,3.00,DAY,12/13/2021 10:28:04 EST,12/13/2021 10:28:43 EST
FB211217C00355000,FB211217C00355000,Buy,Filled,1,1,@1.33,1.33,DAY,12/13/2021 10:14:19 EST,12/13/2021 10:14:19 EST
AMD211217C00140000,AMD211217C00140000,Sell,Filled,1,1,@2.36,2.36,DAY,12/13/2021 09:59:05 EST,12/13/2021 10:02:50 EST
AMD211217C00140000,AMD211217C00140000,Buy,Filled,1,1,@2.95,2.95,DAY,12/13/2021 09:57:55 EST,12/13/2021 09:58:23 EST
QCOM211217C00190000,QCOM211217C00190000,Buy,Cancelled,0,1,@2.46,,DAY,12/13/2021 09:54:45 EST,
QCOM211217C00195000,QCOM211217C00195000,Sell,Filled,1,1,1.05,1.05,DAY,12/13/2021 09:53:56 EST,12/13/2021 09:53:56 EST
QCOM211217C00195000,QCOM211217C00195000,Sell,Cancelled,0,1,@0.800,,DAY,12/13/2021 09:52:59 EST,
QCOM211217C00195000,QCOM211217C00195000,Buy,Filled,1,1,@1.65,1.65,DAY,12/13/2021 09:40:22 EST,12/13/2021 09:40:23 EST
AAPL211210P00170000,AAPL211210P00170000,Sell,Cancelled,0,1,@Market,,DAY,12/10/2021 15:57:07 EST,
AAPL211210P00170000,AAPL211210P00170000,Sell,Cancelled,0,1,@Market,,DAY,12/10/2021 15:56:33 EST,
AAPL211210C00180000,AAPL211210C00180000,Sell,Filled,1,1,0.010,0.010,DAY,12/10/2021 15:56:15 EST,12/10/2021 15:56:52 EST
AAPL211210P00170000,AAPL211210P00170000,Sell,Cancelled,0,1,@Market,,DAY,12/10/2021 12:21:44 EST,
TSLA211210P00950000,TSLA211210P00950000,Sell,Filled,1,1,0.180,0.180,DAY,12/10/2021 11:43:08 EST,12/10/2021 11:43:08 EST
MARA211217C00100000,MARA211217C00100000,Sell,Filled,1,1,0.010,0.010,DAY,12/10/2021 10:28:34 EST,12/10/2021 10:28:34 EST
IWM211217C00240000,IWM211217C00240000,Sell,Filled,3,3,0.050,0.050,DAY,12/10/2021 10:26:50 EST,12/10/2021 10:26:50 EST
COST211210C00550000,COST211210C00550000,Sell,Filled,1,1,@1.65,1.65,DAY,12/10/2021 10:25:20 EST,12/10/2021 10:25:20 EST
COST211210C00550000,COST211210C00550000,Buy,Filled,1,1,@0.800,0.800,DAY,12/10/2021 10:19:19 EST,12/10/2021 10:22:04 EST
TSLA211210P00950000,TSLA211210P00950000,Sell,Cancelled,0,1,@2.60,,DAY,12/10/2021 10:14:49 EST,
NFLX211210C00620000,NFLX211210C00620000,Sell,Filled,1,1,@1.00,1.00,DAY,12/10/2021 10:14:12 EST,12/10/2021 10:14:18 EST
TSLA211210P00950000,TSLA211210P00950000,Buy,Filled,1,1,@1.70,1.70,DAY,12/10/2021 10:11:32 EST,12/10/2021 10:11:34 EST
NFLX211210C00620000,NFLX211210C00620000,Buy,Filled,1,1,@0.630,0.630,DAY,12/10/2021 10:08:08 EST,12/10/2021 10:08:09 EST
TSLA211210P00950000,TSLA211210P00950000,Sell,Filled,1,1,@2.00,2.00,DAY,12/10/2021 10:07:01 EST,12/10/2021 10:09:14 EST
TSLA211210P00950000,TSLA211210P00950000,Buy,Filled,1,1,@2.73,2.73,DAY,12/10/2021 10:02:26 EST,12/10/2021 10:03:38 EST
GOOGL211210C03020000,GOOGL211210C03020000,Sell,Filled,1,1,@1.00,1.00,DAY,12/09/2021 14:15:15 EST,12/09/2021 14:56:16 EST
GOOGL211210C03020000,GOOGL211210C03020000,Sell,Cancelled,0,1,@7.00,,DAY,12/09/2021 12:53:55 EST,
GOOGL211210C03020000,GOOGL211210C03020000,Sell,Cancelled,0,1,@1.80,,DAY,12/09/2021 12:09:14 EST,
AAPL211210P00170000,AAPL211210P00170000,Buy,Filled,1,1,@0.390,0.390,DAY,12/09/2021 11:59:24 EST,12/09/2021 11:59:24 EST
GOOGL211210C03020000,GOOGL211210C03020000,Buy,Filled,1,1,@2.50,2.50,DAY,12/09/2021 11:56:50 EST,12/09/2021 12:07:30 EST
RBLX211217C00130000,RBLX211217C00130000,Sell,Cancelled,0,1,@2.10,,DAY,12/09/2021 11:46:39 EST,
SQ211217C00200000,SQ211217C00200000,Sell,Filled,1,1,@2.00,2.00,DAY,12/09/2021 11:45:54 EST,12/09/2021 11:59:51 EST
GOOGL211210C03020000,GOOGL211210C03020000,Sell,Filled,1,1,3.00,3.00,DAY,12/09/2021 11:33:35 EST,12/09/2021 11:33:36 EST
AAPL211210C00180000,AAPL211210C00180000,Buy,Filled,1,1,@0.240,0.240,DAY,12/09/2021 11:20:47 EST,12/09/2021 11:20:47 EST
COST211217C00600000,COST211217C00600000,Buy,Filled,1,1,@0.520,0.520,DAY,12/09/2021 10:09:06 EST,12/09/2021 10:09:07 EST
SQ211217C00200000,SQ211217C00200000,Buy,Filled,1,1,@2.54,2.54,DAY,12/09/2021 10:06:57 EST,12/09/2021 10:06:57 EST
AMC211210C00033000,AMC211210C00033000,Sell,Filled,2,2,0.930,0.930,DAY,12/09/2021 10:05:42 EST,12/09/2021 10:05:42 EST
AMC211210C00033000,AMC211210C00033000,Buy,Filled,1,1,@0.900,0.900,DAY,12/09/2021 10:05:13 EST,12/09/2021 10:05:13 EST
AMC211210C00033000,AMC211210C00033000,Buy,Filled,1,1,@0.830,0.830,DAY,12/09/2021 10:03:05 EST,12/09/2021 10:03:05 EST
SQ211217C00200000,SQ211217C00200000,Sell,Filled,1,1,@2.15,2.15,DAY,12/09/2021 09:54:36 EST,12/09/2021 09:55:16 EST
SQ211217C00200000,SQ211217C00200000,Buy,Filled,1,1,@2.50,2.50,DAY,12/09/2021 09:52:08 EST,12/09/2021 09:52:40 EST
LCID211217C00044000,LCID211217C00044000,Sell,Filled,1,1,1.55,1.55,DAY,12/09/2021 09:50:41 EST,12/09/2021 09:50:41 EST
LCID211217C00044000,LCID211217C00044000,Buy,Filled,1,1,@1.88,1.88,DAY,12/09/2021 09:44:09 EST,12/09/2021 09:44:09 EST
DOCU211210C00170000,DOCU211210C00170000,Buy,Cancelled,0,1,@2.10,,DAY,12/09/2021 09:41:48 EST,
TSLA211210C01130000,TSLA211210C01130000,Sell,Filled,1,1,@2.96,2.96,DAY,12/08/2021 13:24:10 EST,12/08/2021 13:38:49 EST
TSLA211210C01130000,TSLA211210C01130000,Buy,Filled,1,1,@3.25,3.25,DAY,12/08/2021 13:22:48 EST,12/08/2021 13:23:09 EST
TSLA211210C01130000,TSLA211210C01130000,Buy,Cancelled,0,1,@3.00,,DAY,12/08/2021 13:12:47 EST,
PATH211217C00055000,PATH211217C00055000,Sell,Cancelled,0,2,@1.25,,DAY,12/08/2021 13:02:38 EST,
PATH211217C00055000,PATH211217C00055000,Buy,Filled,2,2,@1.27,1.27,DAY,12/08/2021 13:01:36 EST,12/08/2021 13:01:36 EST
LOVE211217C00085000,LOVE211217C00085000,Sell,Filled,1,1,@1.19,1.19,DAY,12/08/2021 12:58:03 EST,12/08/2021 12:58:03 EST
MSFT220218C00400000,MSFT220218C00400000,Sell,Filled,4,4,@0.740,0.740,DAY,12/08/2021 12:46:37 EST,12/08/2021 12:46:38 EST
GOOGL211210C03020000,GOOGL211210C03020000,Sell,Cancelled,0,1,@1.05,,DAY,12/08/2021 12:34:53 EST,
GOOGL211210C03020000,GOOGL211210C03020000,Buy,Filled,1,1,@1.55,1.55,DAY,12/08/2021 12:34:24 EST,12/08/2021 12:34:24 EST
XEL211217C00070000,XEL211217C00070000,Sell,Filled,5,5,@0.050,0.050,DAY,12/08/2021 12:25:35 EST,12/08/2021 13:57:30 EST
DOCU211210C00160000,DOCU211210C00160000,Sell,Filled,1,1,@1.72,1.72,DAY,12/08/2021 12:07:53 EST,12/08/2021 12:07:54 EST
SNAP211217C00057000,SNAP211217C00057000,Sell,Filled,1,1,@0.840,0.840,DAY,12/08/2021 11:59:44 EST,12/08/2021 14:26:03 EST
DOCU211210C00160000,DOCU211210C00160000,Buy,Filled,1,1,@1.00,1.00,DAY,12/08/2021 11:56:33 EST,12/08/2021 11:56:33 EST
SPY211208C00467000,SPY211208C00467000,Sell,Filled,1,1,@1.26,1.26,DAY,12/08/2021 11:32:18 EST,12/08/2021 11:32:20 EST
SNAP211217C00057000,SNAP211217C00057000,Buy,Filled,1,1,@1.05,1.05,DAY,12/08/2021 11:27:32 EST,12/08/2021 11:27:33 EST
AAPL211210P00170000,AAPL211210P00170000,Sell,Filled,2,2,@0.660,0.660,DAY,12/08/2021 11:19:23 EST,12/08/2021 13:33:03 EST
AAPL211210P00170000,AAPL211210P00170000,Buy,Filled,2,2,@0.760,0.760,DAY,12/08/2021 11:18:47 EST,12/08/2021 11:18:47 EST
SPY211208C00467000,SPY211208C00467000,Sell,Cancelled,0,1,@1.00,,GTC,12/08/2021 11:09:29 EST,
SPY211208C00467000,SPY211208C00467000,Buy,Filled,1,1,@1.05,1.05,DAY,12/08/2021 11:03:00 EST,12/08/2021 11:03:00 EST
AAPL211210P00170000,AAPL211210P00170000,Sell,Filled,2,2,@0.840,0.840,DAY,12/08/2021 10:37:56 EST,12/08/2021 10:37:56 EST
AAPL211210P00170000,AAPL211210P00170000,Buy,Filled,2,2,@0.750,0.750,DAY,12/08/2021 10:25:12 EST,12/08/2021 10:25:12 EST
FB211210C00330000,FB211210C00330000,Sell,Filled,1,1,@3.85,3.85,DAY,12/08/2021 10:11:31 EST,12/08/2021 10:21:15 EST
FB211210C00330000,FB211210C00330000,Buy,Filled,1,1,@2.86,2.86,DAY,12/08/2021 10:07:53 EST,12/08/2021 10:07:53 EST
ROKU211210C00255000,ROKU211210C00255000,Sell,Filled,1,1,@1.58,1.58,DAY,12/08/2021 10:04:27 EST,12/08/2021 10:04:27 EST
LOVE211217C00085000,LOVE211217C00085000,Buy,Filled,1,1,@0.600,0.600,DAY,12/08/2021 09:39:04 EST,12/08/2021 09:41:58 EST
TSM211210C00123000,TSM211210C00123000,Sell,Filled,1,1,@0.470,0.470,DAY,12/08/2021 09:33:42 EST,12/08/2021 09:33:42 EST
ROKU211210C00255000,ROKU211210C00255000,Buy,Filled,1,1,@2.83,2.83,DAY,12/08/2021 09:33:36 EST,12/08/2021 09:44:02 EST
COST211217C00600000,COST211217C00600000,Buy,Filled,1,1,@0.650,0.650,DAY,12/07/2021 12:52:40 EST,12/07/2021 12:52:40 EST
LOVE211217C00085000,LOVE211217C00085000,Buy,Cancelled,0,1,@1.15,,DAY,12/07/2021 12:13:20 EST,
COST211217C00600000,COST211217C00600000,Sell,Filled,1,1,@0.600,0.600,DAY,12/07/2021 10:19:57 EST,12/07/2021 11:26:33 EST
TSM211210C00123000,TSM211210C00123000,Sell,Cancelled,0,1,@0.800,,DAY,12/07/2021 10:19:35 EST,
FB211210C00325000,FB211210C00325000,Sell,Filled,1,1,@4.22,4.22,DAY,12/07/2021 10:11:42 EST,12/07/2021 10:11:42 EST
FB211210C00325000,FB211210C00325000,Sell,Cancelled,0,1,@3.20,,DAY,12/07/2021 10:07:39 EST,
FB211210C00325000,FB211210C00325000,Buy,Filled,1,1,@3.65,3.65,DAY,12/07/2021 09:59:45 EST,12/07/2021 10:00:08 EST
AAPL211210C00170000,AAPL211210C00170000,Sell,Filled,1,1,@2.36,2.36,DAY,12/07/2021 09:48:38 EST,12/07/2021 09:48:38 EST
TSM211210C00123000,TSM211210C00123000,Buy,Filled,1,1,@1.09,1.09,DAY,12/07/2021 09:48:19 EST,12/07/2021 09:48:19 EST
AAPL211210C00170000,AAPL211210C00170000,Buy,Filled,1,1,@0.880,0.880,DAY,12/06/2021 13:43:54 EST,12/06/2021 13:43:54 EST
COUP211217C00225000,COUP211217C00225000,Buy,Filled,1,1,@1.65,1.65,DAY,12/06/2021 13:42:19 EST,12/06/2021 13:42:20 EST
AMD211210C00145000,AMD211210C00145000,Sell,Filled,1,1,@0.990,0.990,DAY,12/06/2021 11:34:54 EST,12/06/2021 11:34:54 EST
AMD211210C00145000,AMD211210C00145000,Buy,Filled,1,1,@0.990,0.990,DAY,12/06/2021 11:34:31 EST,12/06/2021 11:34:31 EST
QQQ211206C00385000,QQQ211206C00385000,Sell,Filled,1,1,@0.640,0.640,DAY,12/06/2021 11:12:44 EST,12/06/2021 11:12:47 EST
QQQ211206C00385000,QQQ211206C00385000,Buy,Filled,1,1,@0.950,0.950,DAY,12/06/2021 10:59:05 EST,12/06/2021 10:59:06 EST
SNDL220121C00001500,SNDL220121C00001500,Sell,Filled,10,10,@0.020,0.020,DAY,12/06/2021 10:29:02 EST,12/06/2021 10:29:02 EST
SNDL211231C00001500,SNDL211231C00001500,Sell,Filled,5,5,@0.010,0.010,DAY,12/06/2021 10:28:55 EST,12/06/2021 13:41:15 EST
COST211217C00600000,COST211217C00600000,Buy,Filled,1,1,@0.800,0.800,DAY,12/06/2021 10:04:22 EST,12/06/2021 10:04:23 EST
RBLX211210P00100000,RBLX211210P00100000,Sell,Filled,1,1,@2.21,2.21,DAY,12/06/2021 09:44:33 EST,12/06/2021 09:44:33 EST
TSLA211203C01050000,TSLA211203C01050000,Sell,Filled,1,1,@0.190,0.190,DAY,12/03/2021 14:47:44 EST,12/03/2021 14:47:48 EST
TSLA211203C01050000,TSLA211203C01050000,Sell,Cancelled,0,1,@1.90,,DAY,12/03/2021 13:38:56 EST,
TSLA211203C01050000,TSLA211203C01050000,Sell,Cancelled,0,1,@2.20,,DAY,12/03/2021 13:15:20 EST,
TSLA211203C01050000,TSLA211203C01050000,Buy,Filled,1,1,@1.20,1.20,DAY,12/03/2021 13:02:20 EST,12/03/2021 13:02:20 EST
SPY211203P00449000,SPY211203P00449000,Sell,Filled,1,1,@1.48,1.48,DAY,12/03/2021 12:02:21 EST,12/03/2021 12:02:21 EST
LCID211203C00060000,LCID211203C00060000,Sell,Filled,1,1,@0.010,0.010,DAY,12/03/2021 11:36:19 EST,12/03/2021 11:39:09 EST
RBLX211210P00100000,RBLX211210P00100000,Buy,Filled,1,1,@2.07,2.07,DAY,12/03/2021 11:18:01 EST,12/03/2021 11:18:02 EST
SPY211203P00449000,SPY211203P00449000,Buy,Filled,1,1,@0.970,0.970,DAY,12/03/2021 11:11:55 EST,12/03/2021 11:11:55 EST
TSM211203C00124000,TSM211203C00124000,Sell,Filled,1,1,@0.010,0.010,DAY,12/03/2021 10:21:47 EST,12/03/2021 10:21:47 EST
BABA211203P00115000,BABA211203P00115000,Sell,Filled,1,1,@5.25,5.25,DAY,12/03/2021 10:07:35 EST,12/03/2021 10:07:35 EST
BIDU211203P00143000,BIDU211203P00143000,Sell,Filled,1,1,@8.30,8.30,DAY,12/03/2021 10:07:30 EST,12/03/2021 10:07:30 EST
SPY211203C00465000,SPY211203C00465000,Sell,Filled,4,4,@0.300,0.300,DAY,12/02/2021 15:36:34 EST,12/02/2021 15:36:34 EST
BIDU211203P00143000,BIDU211203P00143000,Buy,Filled,1,1,@0.800,0.800,DAY,12/02/2021 13:24:22 EST,12/02/2021 15:01:11 EST
BABA211203P00115000,BABA211203P00115000,Buy,Filled,1,1,@1.17,1.17,DAY,12/02/2021 13:23:08 EST,12/02/2021 13:23:08 EST
TSLA211203C01200000,TSLA211203C01200000,Sell,Filled,1,1,@0.470,0.470,DAY,12/02/2021 10:20:50 EST,12/02/2021 10:20:50 EST
TSM211203C00124000,TSM211203C00124000,Buy,Filled,1,1,@1.15,1.15,DAY,12/02/2021 09:45:19 EST,12/02/2021 09:45:19 EST
SPY211203C00465000,SPY211203C00465000,Sell,Cancelled,0,4,@0.500,,DAY,12/02/2021 09:44:10 EST,
SPY211203C00465000,SPY211203C00465000,Buy,Filled,4,4,@0.230,0.230,DAY,12/02/2021 09:43:44 EST,12/02/2021 09:43:45 EST
TSLA211203C01200000,TSLA211203C01200000,Buy,Filled,1,1,@1.09,1.09,DAY,12/02/2021 09:32:32 EST,12/02/2021 09:32:32 EST
RBLX211203P00110000,RBLX211203P00110000,Sell,Filled,1,1,@2.81,2.81,DAY,12/01/2021 15:24:09 EST,12/01/2021 15:24:09 EST
RBLX211203P00110000,RBLX211203P00110000,Buy,Filled,1,1,@3.11,3.11,DAY,12/01/2021 15:20:49 EST,12/01/2021 15:20:50 EST
MRNA211203P00300000,MRNA211203P00300000,Sell,Filled,1,1,@3.65,3.65,DAY,12/01/2021 12:44:17 EST,12/01/2021 12:44:18 EST
MRNA211203P00300000,MRNA211203P00300000,Sell,Cancelled,0,1,@4.95,,DAY,12/01/2021 11:44:30 EST,
MRNA211203P00300000,MRNA211203P00300000,Buy,Filled,1,1,@2.50,2.50,DAY,12/01/2021 09:35:03 EST,12/01/2021 09:35:05 EST
AAPL211203P00165000,AAPL211203P00165000,Buy,Cancelled,0,1,@1.03,,DAY,12/01/2021 09:32:30 EST,
AAPL211203C00162500,AAPL211203C00162500,Sell,Filled,1,1,@2.90,2.90,DAY,11/30/2021 12:43:55 EST,11/30/2021 12:44:02 EST
AAPL211203C00162500,AAPL211203C00162500,Sell,Cancelled,0,1,@2.63,,DAY,11/30/2021 10:48:55 EST,
LCID211203C00060000,LCID211203C00060000,Buy,Filled,1,1,@1.42,1.42,DAY,11/30/2021 09:54:41 EST,11/30/2021 09:54:59 EST
TWTR211203C00053000,TWTR211203C00053000,Sell,Filled,2,2,@0.050,0.050,DAY,11/30/2021 09:49:29 EST,11/30/2021 09:49:30 EST
AAPL211203C00162500,AAPL211203C00162500,Buy,Filled,1,1,@1.01,1.01,DAY,11/29/2021 12:15:45 EST,11/29/2021 12:15:45 EST
TWTR211203C00053000,TWTR211203C00053000,Buy,Filled,2,2,@0.600,0.600,DAY,11/29/2021 09:36:38 EST,11/29/2021 09:36:38 EST
TWTR220121C00050000,TWTR220121C00050000,Sell,Filled,1,1,@4.39,4.39,DAY,11/29/2021 09:31:20 EST,11/29/2021 09:31:21 EST
NVDA211126C00335000,NVDA211126C00335000,Sell,Cancelled,0,1,@0.010,,DAY,11/26/2021 11:59:08 EST,
AMD211126C00160000,AMD211126C00160000,Sell,Filled,1,1,@0.020,0.020,DAY,11/26/2021 11:34:05 EST,11/26/2021 11:34:05 EST
NVDA211126C00335000,NVDA211126C00335000,Buy,Filled,1,1,@0.890,0.890,DAY,11/24/2021 13:44:46 EST,11/24/2021 13:44:46 EST
RBLX211217C00130000,RBLX211217C00130000,Buy,Filled,1,1,@9.00,9.00,DAY,11/24/2021 10:08:23 EST,11/24/2021 10:11:46 EST
AMD211126C00150000,AMD211126C00150000,Sell,Filled,1,1,@3.65,3.65,DAY,11/24/2021 10:06:10 EST,11/24/2021 10:06:48 EST
AAPL211126P00155000,AAPL211126P00155000,Sell,Filled,4,4,@0.300,0.300,DAY,11/23/2021 12:16:40 EST,11/23/2021 12:17:02 EST
AAPL211126P00155000,AAPL211126P00155000,Sell,Cancelled,0,4,@0.340,,DAY,11/23/2021 12:01:34 EST,
IWM211217C00240000,IWM211217C00240000,Buy,Filled,1,1,@1.70,1.70,DAY,11/23/2021 11:58:01 EST,11/23/2021 11:58:01 EST
AMD211126C00150000,AMD211126C00150000,Buy,Filled,1,1,@1.78,1.78,DAY,11/23/2021 11:28:03 EST,11/23/2021 11:28:03 EST
SU220318C00030000,SU220318C00030000,Buy,Cancelled,0,1,@0.800,,DAY,11/23/2021 11:15:31 EST,
SNAP211126C00060000,SNAP211126C00060000,Sell,Filled,2,2,@0.010,0.010,DAY,11/23/2021 10:15:36 EST,11/23/2021 10:15:36 EST
MSFT220218C00400000,MSFT220218C00400000,Buy,Filled,1,1,@1.49,1.49,DAY,11/23/2021 10:13:56 EST,11/23/2021 10:27:09 EST
MSFT220218C00400000,MSFT220218C00400000,Buy,Filled,3,3,@1.84,1.84,DAY,11/23/2021 09:59:50 EST,11/23/2021 09:59:51 EST
AAPL211126P00155000,AAPL211126P00155000,Sell,Cancelled,0,3,@1.00,,DAY,11/23/2021 09:55:00 EST,
AAPL211126P00155000,AAPL211126P00155000,Buy,Filled,4,4,@0.2575,0.2575,DAY,11/22/2021 15:57:55 EST,11/22/2021 15:57:55 EST
IWM211217C00240000,IWM211217C00240000,Buy,Filled,2,2,@2.36,2.36,DAY,11/22/2021 15:42:43 EST,11/22/2021 15:43:07 EST
IWM211217C00240000,IWM211217C00240000,Buy,Cancelled,0,2,@2.30,,DAY,11/22/2021 15:41:58 EST,
TWTR220121C00050000,TWTR220121C00050000,Buy,Filled,1,1,@2.11,2.11,DAY,11/22/2021 15:31:32 EST,11/22/2021 15:31:32 EST
NVDA211126C00365000,NVDA211126C00365000,Sell,Filled,1,1,@0.430,0.430,DAY,11/22/2021 12:05:31 EST,11/22/2021 12:05:31 EST
SPY211122C00475000,SPY211122C00475000,Sell,Filled,10,10,@0.020,0.020,DAY,11/22/2021 11:47:32 EST,11/22/2021 11:47:32 EST
